x;y;theta
-1.98238;-1.5642;-2.86311
-1.98238;-1.5642;-2.86311
-2.0018;-1.58219;-2.8552
-2.00791;-1.5879;-2.8527
-2.0117;-1.59146;-2.85115
-2.01557;-1.59511;-2.84956
-2.03702;-1.61554;-2.8407
-2.03702;-1.61554;-2.8407
-2.0561;-1.63403;-2.83277
-2.05976;-1.63762;-2.83124
-2.06941;-1.64711;-2.82719
-2.07712;-1.65474;-2.82395
-2.08452;-1.66211;-2.82083
-2.10004;-1.67774;-2.81425
-2.10756;-1.68538;-2.81105
-2.11876;-1.69687;-2.80625
-2.11876;-1.69687;-2.80625
-2.13195;-1.71053;-2.80058
-2.14293;-1.72202;-2.79583
-2.1484;-1.72778;-2.79346
-2.1577;-1.73764;-2.78941
-2.16487;-1.7453;-2.78627
-2.17192;-1.75288;-2.78318
-2.17545;-1.75669;-2.78163
-2.18264;-1.76449;-2.77846
-2.19558;-1.77866;-2.77273
-2.20479;-1.78885;-2.76862
-2.21382;-1.79892;-2.76458
-2.21382;-1.79892;-2.76458
-2.22962;-1.81677;-2.75745
-2.23843;-1.82684;-2.75344
-2.24184;-1.83075;-2.75189
-2.25233;-1.84288;-2.74709
-2.26088;-1.85286;-2.74316
-2.27594;-1.87062;-2.73619
-2.28275;-1.87873;-2.73302
-2.28605;-1.88268;-2.73148
-2.28605;-1.88268;-2.73148
-2.28605;-1.88268;-2.73148
-2.28605;-1.88268;-2.73148
-2.30608;-1.90693;-2.72206
-2.30608;-1.90693;-2.72206
